systemstop,objectid,street,routesstpg,public_nam,point_x,point_y
7374,3141,HOUSTON,30,Houston & 91st Street,-87.54994926,41.72991405
7378,3142,SOUTH CHICAGO,30,9177 S South Chicago (CHA Building),-87.553779,41.72875
9587,3143,AUSTIN,91,Austin & Wabansia,-87.775358,41.911155
9538,3019,NAGLE,86,Nagle & Peterson,-87.78767081,41.99034842
11509,3020,CALDWELL,84,Caldwell & Leader,-87.75400721,41.9914275
9004,3021,PULASKI,53,Pulaski & George,-87.72713149,41.93375186
4424,3022,ARCHER,62,Archer & California,-87.69468479,41.81981709
9818,3023,HIGGINS,88,Higgins & Montclare,-87.80456368,41.98067293
10476,3024,CICERO,54A,Cicero & Hiawatha,-87.748412,41.993077
14175,3025,(old) HARLEM,"63W,165",Harlem & 64th Place,-87.8008978,41.77498234
9580,3026,AUSTIN,91,Austin & Altgeld,-87.77585,41.92573
7062,3027,S. SHORE DRIVE,"N5,26,71",S. Shore Drive & 80th Street,-87.54807827,41.75003906
6330,3028,BLUE ISLAND,60,Blue Island & Paulina,-87.66859774,41.85118946
3582,3029,SKOKIE BLVD,"54A,97",Skokie Blvd & Church,-87.74704167,42.04774333
8770,3030,DAMEN,48,Damen & 52nd Street,-87.6745507,41.79909567
11572,3031,CENTRAL,85,Central & Adams,-87.764848,41.878411
4924,3032,CLARENDON,"135,148",Clarendon & Cuyler,-87.6498018,41.95585928
1053,3033,SHERIDAN,151,4242 N Sheridan,-87.654718,41.959341
14261,3034,RIDGE,"201,206",Ridge & Washington,-87.68669105,42.03286713
12251,3035,AVENUE C,100,Avenue C & 111th Street,-87.52709394,41.69369157
7236,3036,SOUTH CHICAGO,30,South Chicago & Harper,-87.5876645,41.75285417
2552,3037,COTTAGE GROVE,4,Cottage Grove & 50th Street,-87.60655147,41.80420164
5168,3038,RACINE,44,Racine & Garfield,-87.65494194,41.79338523
9590,3039,AUSTIN,91,Austin & Le Moyne,-87.77561302,41.90735524
9929,3040,NORTHWEST HWY,68,Northwest Hwy & Ogallah,-87.81338,42.000891
2449,3041,LAFAYETTE,29,Lafayette & 82nd Street,-87.625728,41.745585
17173,3042,CICERO,54B,7100 S Cicero,-87.74211211,41.76444561
4446,3043,ARCHER,62,Archer & Poplar,-87.65235404,41.84425395
14363,3044,DODGE,"93,206",Dodge & Cleveland,-87.69935238,42.03024404
8597,3045,DELPHIA,81W,Delphia & Catalpa,-87.841559,41.979315
4705,3046,HOMAN,82,Homan & 13th Street,-87.710554,41.864595
1655,3047,S HYDE PARK,"6,28,55",S Hyde Park & 56th Street,-87.58394847,41.79350191
11561,3048,CENTRAL,85,Central & Iowa,-87.765529,41.896749
584,3049,FAIRBANKS,"3,66,120,121,157",Fairbanks & Huron,-87.620375,41.895127
8918,3050,DAMEN,50,Damen & Ohio,-87.676854,41.892183
11213,3051,CENTRAL PARK,82,Central Park & 24th Street,-87.714816,41.847938
9018,3052,PULASKI,53,Pulaski & Le Moyne,-87.72657473,41.90817302
2867,3053,VINCENNES,111,Vincennes & Edmaire,-87.66654406,41.68661725
9559,3054,AUSTIN,91,Austin & Wilson,-87.777212,41.964045
5475,3055,MILWAUKEE,56,Milwaukee & Maplewood,-87.69125645,41.91907644
3837,3056,LARAMIE,57,Laramie & Huron,-87.755593,41.893076
2139,3057,KING DRIVE,3,King Drive & 62nd Street,-87.61559901,41.78223058
9132,3058,PULASKI sv.dr.,53,Irving Park Blue Line Station,-87.72737536,41.95190985
11735,3059,RIDGELAND,86,Ridgeland & Berkshire,-87.78405622,41.90375775
8836,3060,DAMEN,50,Damen & Barry,-87.678363,41.937851
6827,3061,WASHTENAW,"18,157",Washtenaw & 15th Street,-87.693176,41.86099
5063,3062,RACINE,44,Racine & 65th Street,-87.65430922,41.77591696
8990,3063,PULASKI,53,Pulaski & Elston,-87.72787597,41.95986511
7274,3064,EWING,"26,30",Ewing & 106th Street,-87.53538123,41.70284557
298,3065,ROOSEVELT,12,Roosevelt & Paulina,-87.66900774,41.86669057
742,3066,GRAND,65,Grand & Kingsbury,-87.63996748,41.89142739
14232,3067,CENTRAL STREET,"201,206",Central Street & McDaniel,-87.7077426,42.06424542
12091,3068,95TH STREET,100,95th Street & Greenwood,-87.59731269,41.72205433
6751,3069,16TH STREET,"18,157",16th Street & California,-87.69555152,41.85918036
415,3070,MADISON,20,Madison & Spaulding,-87.708722,41.880887
563,3071,CHICAGO,66,Chicago & Sangamon,-87.65126255,41.89626756
14350,3072,OAKTON,206,Oakton & Wesley,-87.69240187,42.02654457
12155,3073,103RD STREET,103,103rd Street & Aberdeen,-87.65028729,41.70678745
2739,3074,79TH STREET,79,79th Street & Sacramento,-87.69761981,41.74976418
2745,3075,79TH STREET,79,79th Street & Campbell,-87.6855,41.749978
10565,3076,MUSEUM DRIVE,"10,55",Museum of Science & Industry,-87.58353244,41.79166641
8575,3077,LAWRENCE,81W,Lawrence & Chester,-87.83920144,41.96643918
17601,3078,VAN BUREN,126,Van Buren & Paulina,-87.66949367,41.87637263
17599,3079,MADISON,20,Madison & Leavitt,-87.68187053,41.8812956
17600,3080,MADISON,20,Madison & Oakley,-87.68424962,41.88126132
17603,3081,LAWRENCE,81,Lawrence & Wolcott,-87.67651845,41.96887476
11453,2706,PETERSON,84,Peterson & Rockwell,-87.69465991,41.99037759
14622,2707,PULASKI,53,Pulaski & Diversey,-87.72707144,41.9316368
15884,2708,PULASKI,53A,Pulaski & 83rd Street,-87.72181789,41.74189956
4598,2709,CICERO,54B,Cicero & 47th Street,-87.74330218,41.80798797
2292,2710,STATE,29,State & 71st Street,-87.624792,41.765247
4155,2711,CALIFORNIA,94,California & 57th Street,-87.69355172,41.78995745
1189,2712,SHERIDAN,"136,147,151",Sheridan & Hollywood,-87.655171,41.985434
11399,2713,MONTROSE,78,Montrose & Kostner,-87.73830616,41.96087986
11417,2714,MONTROSE,78,Montrose & Melvina,-87.7818405,41.96034011
2665,2715,79TH STREET,79,79th Street & Damen,-87.67298542,41.75029677
10599,2716,GARFIELD,55,Garfield & Racine,-87.65535084,41.79421531
11065,2717,DIVERSEY,76,Diversey & Sacramento,-87.70239202,41.93208204
1045,2718,SHERIDAN,151,Sheridan & Ainslie,-87.65495569,41.97143934
6013,2719,ASHLAND,9,Ashland & Webster,-87.66870125,41.92112427
3680,2720,PERRY,"8A,24",Perry & 79th Street Terminal,-87.627593,41.751073
11156,2721,KIMBALL,82,Kimball & North Ave,-87.71194828,41.91021314
1599,2722,MICHIGAN,"1,4",Michigan & Cermak,-87.62390905,41.85251285
2569,2723,COTTAGE GROVE,4,Cottage Grove & Marquette Rd,-87.60592023,41.7750487
4498,2724,ARCHER,62,Archer & Kedzie,-87.70405717,41.81432474
2048,2725,DIVISION,70,Division & Halsted,-87.64798994,41.90371153
4838,2726,FOSTER,92,Foster & Laramie,-87.757668,41.975264
979,2727,NORTH AVENUE,72,North Ave & Laramie,-87.75553081,41.90960786
14597,2728,DIVISION,70,Division & California,-87.69717814,41.90298818
9217,2729,51ST STREET,"51,94",51st Street & Rockwell,-87.68903719,41.80111016
359,2730,ROOSEVELT,12,Roosevelt & St. Louis,-87.71287363,41.86640459
12019,2731,93RD STREET,"N5,95",93rd Street & Stony Island,-87.5848321,41.72607715
12184,2732,103RD STREET,103,103rd Street & Prospect,-87.66197584,41.70675746
11494,2733,PETERSON,84,Peterson & Lincoln,-87.70729649,41.99050812
4929,2734,IRVING PARK,"135,148",Irving Park & Pine Grove,-87.6481418,41.95464821
13180,2735,ARMITAGE,73,Armitage & Clark,-87.63644615,41.91844102
5684,2736,IRVING PARK,80,Irving Park & Ravenswood,-87.67362183,41.95431387
13050,2737,59TH STREET,59,59th Street & Wentworth,-87.63015207,41.78734506
15938,2738,ROOSEVELT,12,Roosevelt & Central Park,-87.71577513,41.86636951
12565,2739,ADDISON,152,Addison & Damen,-87.67836701,41.94692921
6024,2740,ASHLAND,"9,X9",Ashland & Division (Blue Line),-87.66765753,41.90351037
4865,2741,MARINE DRIVE,146,Marine Drive & Irving Park,-87.64526199,41.95420437
9809,2742,HIGGINS,88,Higgins & Nagle,-87.78770566,41.97630141
1091,2743,LAKE SHORE,151,Lake Shore & Goethe,-87.62531,41.905654
8535,2744,HARLEM,90,Harlem & Higgins,-87.80713047,41.98078714
9546,2745,NAGLE,86,Nagle & Higgins,-87.78794592,41.97645055
15057,2746,PULASKI,53,Pulaski & 25th Street,-87.72469343,41.84592896
17105,2747,KEDZIE,"52,52A",Kedzie & 53rd Street,-87.70374076,41.79706012
14901,2748,HALSTED,8,Halsted & Addison,-87.64957216,41.94713663
8776,2749,DAMEN,48,Damen & 57th Street,-87.67427428,41.79035023
6068,2750,ASHLAND,"9,X9",Ashland & 35th Street,-87.66571306,41.8306318
8874,2751,DAMEN,50,Damen & Polk,-87.67649107,41.87160432
1056,2752,SHERIDAN,"151,X9",Sheridan & Irving Park,-87.65461109,41.95429812
11171,2753,HOMAN,82,Homan & Lake,-87.711166,41.884699
4503,2754,ARCHER,62,Archer & 47th Street,-87.71426007,41.80804381
9951,2755,NORTHWEST HWY,68,Northwest Hwy & Foster,-87.76971725,41.9757993
2208,2756,KING DRIVE,3,King Drive & 41st Street,-87.61701276,41.8200598
4254,2757,CALIFORNIA,94,California & 24th Boulevard,-87.69541935,41.84799382
1034,2758,SHERIDAN,"136,147,151",Sheridan & Glenlake,-87.655528,41.992167
1110,2759,MICHIGAN,"3,4,J14,26,143,147",Michigan & Jackson,-87.624446,41.878429
1403,2760,LINCOLN,37,Lincoln & Armitage/Sedgwick,-87.63911089,41.91843825
4730,2761,PULASKI,53A,Pulaski & 71st Street,-87.72252053,41.7641997
3704,2762,HALSTED,"8A,108",Halsted & 101st Street,-87.643023,41.71071
10228,2763,CICERO,54,Cicero & North Ave,-87.74625587,41.90931562
4726,2764,PULASKI,53A,Pulaski & 63rd Street,-87.7229168,41.77878098
14817,2765,HALSTED,8A,Halsted & 87th Street,-87.64373438,41.73557288
11873,2766,CALIFORNIA,93,California & Pratt,-87.699895,42.004923
4293,2767,CALIFORNIA,94,California & Marquette Rd,-87.69330697,41.77192156
3175,2768,CALIFORNIA,52,California & Chicago,-87.696625,41.895833
4556,2769,AUSTIN,55A,Austin & 55th Street,-87.772133,41.792356
2334,2770,STATE,"29,31",State & 31st Street,-87.62643615,41.83819684
17063,2771,ASHLAND,"9,X9",Ashland & Taylor,-87.66659907,41.86899322
5020,2772,WELLS,"37,125",Wells & Grand,-87.63416134,41.89171843
1065,2773,LAKE SHORE,"135,146,151",Lake Shore & Cornelia,-87.64237816,41.94661853
11467,2774,RIDGE,84,Ridge & Broadway/Bryn Mawr,-87.66033715,41.98371405
8233,2775,WESTERN,49,Western & Warren,-87.68659653,41.88219259
2256,2776,KING DRIVE,3,King Drive & 87th Street,-87.61459115,41.73634176
8228,2777,WESTERN,"49,X49",Western & Grand,-87.68682072,41.89078532
11158,2778,HOMAN,82,Homan & Hirsch,-87.711859,41.906503
3024,2779,KEDZIE,52,Kedzie & Chicago,-87.706631,41.895366
7203,2780,STONY ISLAND,28,Stony Island & 87th Street,-87.58573707,41.73707598
1802,2781,CLARK,50,Clark & Bryn Mawr,-87.66886643,41.98358425
1596,2782,MICHIGAN,"1,3,4",Michigan & 18th Street,-87.62404108,41.85764578
9860,2783,HIGGINS,88,Higgins & Harlem,-87.80636018,41.98087484
7734,2784,PERSHING,39,Pershing & King Drive,-87.61653684,41.82376837
3303,2785,63RD STREET,63W,63rd Street & Melvina,-87.77651842,41.77770702
430,2786,MADISON,20,Madison & Wood,-87.67186305,41.8813284
17071,2787,ILLINOIS lower,"29,65,120,121",Illinois (Lower) & St. Clair,-87.62212368,41.89094839
15805,2788,DIVISION,70,Division & Keeler,-87.73100621,41.90252041
12534,2789,ADDISON,152,Addison & Lincoln,-87.67338938,41.94685453
2783,2790,79TH STREET,79,79th Street & St. Lawrence,-87.610235,41.751157
3413,2791,63RD STREET,63,63rd Street & Ashland (Green Line),-87.66384995,41.77941275
10985,2792,DIVERSEY,76,Diversey & Laramie,-87.756514,41.931345
12051,2793,LUNT,96,Lunt & Ridge,-87.68203895,42.00891769
188,2794,HARRISON,7,Harrison & Western,-87.686408,41.87382334
1741,2795,DEVON,"36,151,155",Devon & Glenwood,-87.66558975,41.99806512
663,2796,CHICAGO,66,Chicago & Central,-87.76526378,41.89493013
3517,2797,HOWARD,"97,201,206",Howard & Ridge,-87.68439804,42.0195519
6829,2798,16TH STREET,18,16th Street & Kedzie,-87.70533056,41.85913506
4121,2799,ARMITAGE,73,Armitage & Central Park,-87.7166665,41.9173396
2692,2800,79TH STREET,79,79th Street & Kostner,-87.731415,41.749447
12713,2801,ADAMS,"1,7,28,121,126,130,151,156",Adams & Canal,-87.639401,41.879358
11498,2802,PETERSON,84,Peterson & Central Park,-87.71865378,41.99030653
638,2803,CHICAGO,"52,66",Chicago & Sacramento,-87.70264143,41.89566659
248,2804,HARRISON,"7,57",Harrison & Laramie,-87.75465067,41.8730184
15305,2805,CERMAK,21,Cermak & Western,-87.68616097,41.85210425
3515,2806,HOWARD,"97,201,206",Howard & Custer,-87.68028045,42.01950215
6595,2807,PERSHING,39,Pershing & Wood,-87.67012109,41.82327775
10601,2808,GARFIELD,55,Garfield & Loomis,-87.66009318,41.79414586
4917,2809,WILSON,78,Wilson & Clarendon,-87.65014914,41.96543658
15463,2810,DIVISION,70,Division & Lavergne,-87.75061543,41.90224633
9169,2811,51ST STREET,51,51st Street & Wood,-87.669691,41.801203
515,2812,CHICAGO,66,Chicago & Central,-87.76552392,41.89479043
913,2813,NORTH AVENUE,"N9,72",North Ave & Clybourn/Halsted (Red Line),-87.64897589,41.91083785
7802,2814,PERSHING,39,Pershing & California,-87.6947796,41.82270951
2628,2815,79TH STREET,79,79th Street & Ellis,-87.60022579,41.75139724
3781,2816,LAWRENCE,81,Lawrence & Broadway,-87.65993993,41.96909402
12380,2817,111TH STREET,112,111th Street & Central Park,-87.71039425,41.69147911
9214,2818,51ST STREET,51,51st Street & Western Boulevard,-87.68348179,41.80118251
11087,2819,DIVERSEY,76,Diversey & Lavergne,-87.75136144,41.93156166
800,2820,GRAND,"65,94",Grand & Sacramento,-87.70280055,41.89686363
11108,2821,DIVERSEY,76,Diversey & Sayre,-87.80083523,41.93089308
17323,2822,PULASKI,53,Pulaski & Bryn Mawr,-87.7283499,41.98305284
17346,2823,WESTERN,"49,X49",Western & Belmont/Clybourn,-87.68789067,41.93964003
17397,2824,KING DRIVE,"3,21",King Drive & 25th Street,-87.61729198,41.84765771
12579,2825,ADDISON,152,Addison & Elston,-87.70908637,41.94666952
11396,2826,MONTROSE,78,Montrose & Elston,-87.72956698,41.96099882
13070,2827,59TH STREET,59,59th Street & Damen,-87.67395545,41.78669515
496,2828,MADISON,20,Madison & Cicero,-87.74512281,41.88060934
11049,2829,DIVERSEY,76,Diversey & Southport,-87.66364782,41.93256419
8961,2830,DAMEN,50,Damen & Foster,-87.67929644,41.97591943
15360,2831,STATE,29,State & 24th Street,-87.62689904,41.8494483
3104,3519,KEDZIE,"52,52A",Kedzie & 59th Street,-87.70323809,41.78604284
6480,3520,LASALLE,"24,31",LaSalle & 35th Street,-87.62976685,41.83118746
6155,3521,ASHLAND,"9,X9",Ashland & 87th Street,-87.66291459,41.73563842
6278,3522,ASHLAND,9,Ashland & Grace,-87.66888,41.950554
8896,3523,DAMEN,50,Damen & 18th Street,-87.6759138,41.85756282
7011,3524,COMMERCIAL,"N5,26,71",Commercial & 87th Street,-87.55135169,41.73727834
8957,3525,DAMEN,50,Damen & Wilson,-87.67899244,41.96500849
3868,3526,LARAMIE,57,Laramie & Lake (Green Line),-87.75526657,41.88709696
6510,3527,WENTWORTH,24,Wentworth & Root,-87.63131,41.81934
15164,3528,COTTAGE GROVE,"2,4,192",Cottage Grove & 57th Street,-87.60606746,41.79163171
14948,3529,STONY ISLAND,28,Stony Island & 67th Street,-87.58606619,41.77356534
12937,3530,PULASKI,53A,Pulaski & 47th Street,-87.72343184,41.80776266
14760,3531,MICHIGAN,"1,3,4,12",Michigan & 16th Street,-87.62388008,41.86050195
14782,3532,ASHLAND,9,Ashland & 33rd Street,-87.66551945,41.83439832
11271,3533,KIMBALL,82,Kimball & Belmont (Blue Line),-87.71238336,41.9391704
17373,3534,HALSTED,8,Halsted & 61st Street,-87.64495031,41.78315083
14431,3535,CLARK,22,Clark & Lawrence,-87.66756342,41.96871951
1856,3536,CLARK,22,Clark & Chicago,-87.631319,41.896792
1578,3537,MICHIGAN,"1,3,4,12",Michigan & 14th Street,-87.62396177,41.86398031
4185,3538,CALIFORNIA,94,California & 25th Street,-87.695198,41.846359
5140,3539,WALLACE,44,Wallace & 35th Street,-87.64132101,41.83092029
9031,3540,PULASKI,53,Pulaski & Lake (Green Line),-87.72589547,41.88528773
8383,3541,WESTERN,49,Western & Fulton,-87.68647356,41.88668526
6448,3542,WENTWORTH,24,Wentworth & 69th Street,-87.629773,41.768932
7251,3543,92ND STREET,30,92nd Street & Exchange,-87.55267833,41.72816117
11322,3544,MONTROSE,78,Montrose & Lavergne,-87.752508,41.960594
16080,3545,63RD STREET,63,63rd Street & Peoria,-87.64743501,41.77975861
6865,3546,CERMAK,21,Cermak & Wolcott,-87.67314843,41.8522649
9321,3547,BELMONT,77,Belmont & Kildare,-87.73448669,41.93905885
9525,3548,87TH STREET,87,87th Street & Pulaski,-87.72087236,41.7349808
11100,3549,DIVERSEY,76,Diversey & Mobile,-87.78315074,41.93109819
8012,3550,43RD STREET,43,43rd Street & Princeton,-87.63344741,41.81644047
3218,3551,63RD STREET,63,63rd Street & Langley,-87.60826608,41.78042609
12420,3552,119TH STREET,119,119th Street & Stewart,-87.63213768,41.67797652
12269,3553,106TH STREET,"26,100",106th Street & Mackinaw,-87.54241785,41.70279781
3474,3554,95TH STREET,95,95th Street & Longwood,-87.66922669,41.72123722
10598,3555,GARFIELD,55,Garfield & Aberdeen,-87.65271877,41.7942523
216,3556,HARRISON,7,Harrison & Hoyne,-87.678729,41.874037
6871,3557,CERMAK,21,2500 W Cermak,-87.68894616,41.85203129
7372,3558,91ST STREET,"26,30,87",91st Street & Brandon,-87.54684938,41.73018105
11483,3559,PETERSON,84,2100 W Peterson,-87.68259377,41.99071396
2651,3560,79TH STREET,"8A,79",79th Street & Union,-87.64150113,41.75074266
4136,3561,ARMITAGE,73,Armitage & Laporte,-87.74973209,41.91695175
3466,3562,95TH STREET,"N9,95",95th Street & Throop,-87.655178,41.721402
7282,3563,112TH STREET,30,112th Street & Avenue M,-87.5375596,41.69192606
6806,3564,18TH STREET,18,18th Street & Peoria,-87.64857359,41.85808316
783,3565,GRAND,65,Grand & Armour,-87.66540595,41.89108142
10105,3566,69TH STREET,67,69th Street & Laflin,-87.66130465,41.76865833
13025,3567,61ST STREET,59,61st Street & Kenwood,-87.59293702,41.7842573
621,3568,CHICAGO,66,Chicago & Greenview,-87.664691,41.896197
10199,3569,CICERO,54,Cicero & Pensacola Terminal,-87.747739,41.959939
155,3570,HARRISON,7,5400 W Harrison,-87.759367,41.8729
3610,3571,OAKTON,97,Oakton & Central Park,-87.718702,42.0262
15165,3572,DAMEN,48,Damen & 53rd Street,-87.67427286,41.79770153
14254,3573,RIDGE,"201,206",Ridge & Oakton,-87.68515112,42.0264864
7024,3574,S. SHORE DRIVE,"N5,6,26,71",S. Shore Drive & 78th Street,-87.55177306,41.75552624
6149,3575,ASHLAND,9,Ashland & 93rd Street,-87.66263406,41.7247674
736,3576,GRAND,65,Grand & Morgan,-87.6524239,41.8910588
9243,3577,BELMONT,77,Belmont & Natchez,-87.78850761,41.93823743
10950,3578,75TH STREET,75,75th Street & East End,-87.58356968,41.75873234
4054,3579,ARMITAGE,73,Armitage & Francisco,-87.699425,41.917407
12160,3580,103RD STREET,103,103rd Street & Wallace,-87.63807319,41.70691438
10809,3581,71ST STREET,71,71st Street & Paxton,-87.571538,41.766107
7105,3582,STONY ISLAND,28,Stony Island & 90th Street,-87.58503497,41.73134137
5325,3583,YATES,15,Yates & 102nd Street,-87.564485,41.709793
1445,3584,LASALLE,156,LaSalle & Maple,-87.63273764,41.90202524
5103,3585,WALLACE,44,3403 S Wallace,-87.6411551,41.83259045
730,3586,GRAND,65,Grand & Armour,-87.6655934,41.89091653
10170,3587,69TH STREET,67,69th Street & Lowe,-87.64027583,41.76884884
2003,3588,DIVISION,70,Division & Washtenaw,-87.694527,41.902888
2220,3589,KING DRIVE,3,King Drive & 53rd Street,-87.6161388,41.7982577
5332,3590,BROADWAY,36,Broadway & Glenlake,-87.660444,41.992786
3705,3591,HALSTED,"8A,108",Halsted & 102nd Street,-87.64298,41.7089
3829,3592,LARAMIE,57,Laramie & Le Moyne,-87.755969,41.907763
17014,3593,MILWAUKEE,56,Milwaukee & Prindiville,-87.69524533,41.92152655
10058,3594,KEDZIE,52A,Kedzie & 115th Street,-87.70065278,41.68439095
12870,3595,PULASKI,53A,Pulaski & 82nd Street,-87.721793,41.744009
9537,3596,NAGLE,86,Nagle & Naples,-87.78764556,41.99174941
11887,3597,CALIFORNIA,93,California & Catalpa,-87.699166,41.981375
8775,3598,DAMEN,48,Damen & 56th Street,-87.67434399,41.79213871
3584,3599,SKOKIE BLVD,"54A,97",Skokie Blvd & Grove,-87.74709,42.04412
3321,3600,CICERO,165,Cicero & 65th Street,-87.742376,41.77497051
1357,3601,LINCOLN,11,Lincoln & Jersey,-87.71103974,41.99251448
11880,3602,CALIFORNIA,93,California & Glenlake,-87.699525,41.992256
11771,3603,HARLEM,90,Harlem & Cullom,-87.80739889,41.95830805
15543,3604,DODGE,"93,205,206",Dodge & Emerson,-87.69898968,42.05196692
1370,3605,LINCOLN,11,Lincoln & Carmen,-87.69217242,41.97413358
5166,3606,RACINE,44,Racine & 54th Street,-87.654936,41.795957
5027,3607,CANAL,"60,124,125,130,132,157",Canal & Madison,-87.639602,41.882104
764,3608,GRAND,65,Grand & State (Red Line),-87.62790082,41.89173615
2361,3609,STATE,36,State & Grand (Red Line),-87.627949,41.891581
10448,3610,OLD ORCHARD RD,"54A,205",Old Orchard Rd & Woods,-87.76103866,42.06269312
3671,3611,HALSTED,8A,Halsted & Vincennes,-87.64352181,41.73721472
3688,3612,HALSTED,8A,Halsted & Vincennes,-87.64372671,41.73738016
11305,3613,FOREST PRES DR,78,Forest Preserve Avenue & Rutherford,-87.79645469,41.9589329
15092,3614,HARLEM,90,Harlem & Irving Park,-87.80718311,41.95299933
2785,3615,79TH STREET,79,79th Street & Cottage Grove,-87.60546638,41.75121282
5726,3616,IRVING PARK,80,Irving Park & Central,-87.7668547,41.95328759
2367,3617,STATE,29,State & Grand (Red Line),-87.62816555,41.89154644
7118,3618,STONY ISLAND,28,Stony Island & 78th Street,-87.585521,41.753305
7112,3619,STONY ISLAND,28,Stony Island & 83rd Street,-87.58525531,41.74413978
7068,3620,COMMERCIAL,"N5,26,71",Commercial & 83rd Place,-87.55181176,41.74352181
17545,3621,EXCHANGE,"N5,26,71",Exchange & 83rd Street,-87.55227027,41.7441786
14801,3622,LINCOLNWD CTR,"82,96",Lincolnwood Town Center,-87.71446223,42.00935894
14010,3623,95TH STREET,112,95th Red Line Station,-87.62403619,41.72230385
